Image,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,age_class
18407100_1917-10-18_1958.jpg,0.50,0.53,0.51,0.46,0.50,0.50,0.50,0.48,0.49,0.46,0.49,0.50,0.50,0.53,0.51,0.49,0.50,0.50,0.50,0.49,0.49,0.49,0.49,0.51,4
1859900_1911-03-21_1969.jpg,0.49,0.48,0.49,0.35,0.47,0.47,0.50,0.49,0.49,0.34,0.46,0.47,0.49,0.48,0.49,0.39,0.48,0.48,0.50,0.49,0.49,0.37,0.48,0.48,5
18763900_1943-01-23_2008.jpg,0.48,0.49,0.50,0.37,0.46,0.47,0.50,0.49,0.49,0.29,0.47,0.47,0.49,0.49,0.50,0.42,0.48,0.49,0.50,0.49,0.49,0.36,0.48,0.48,6
1878100_1958-09-13_1993.jpg,0.50,0.50,0.50,0.44,0.49,0.50,0.50,0.51,0.51,0.42,0.49,0.49,0.50,0.50,0.51,0.48,0.50,0.50,0.50,0.51,0.51,0.47,0.50,0.50,3
18814200_1983-08-29_2005.jpg,0.49,0.49,0.49,0.25,0.45,0.42,0.47,0.48,0.48,0.27,0.45,0.44,0.50,0.50,0.50,0.34,0.48,0.46,0.49,0.49,0.49,0.36,0.47,0.47,2
18890000_1975-04-01_2009.jpg,0.50,0.50,0.50,0.37,0.46,0.46,0.49,0.49,0.50,0.36,0.44,0.46,0.50,0.50,0.50,0.43,0.48,0.48,0.49,0.50,0.51,0.42,0.47,0.48,3
18890700_1918-10-07_1974.jpg,0.50,0.50,0.50,0.43,0.50,0.49,0.50,0.49,0.50,0.43,0.50,0.50,0.50,0.50,0.50,0.48,0.50,0.50,0.50,0.49,0.50,0.48,0.50,0.50,5
18949200_1971-08-18_2007.jpg,0.47,0.46,0.48,0.14,0.38,0.37,0.45,0.45,0.47,0.13,0.40,0.37,0.48,0.47,0.49,0.21,0.41,0.41,0.47,0.46,0.48,0.21,0.43,0.41,3
1896500_1978-05-08_2009.jpg,0.48,0.50,0.50,0.36,0.48,0.47,0.50,0.49,0.49,0.36,0.48,0.46,0.49,0.51,0.50,0.45,0.49,0.49,0.50,0.49,0.49,0.44,0.49,0.48,3
18969800_1957-12-10_2009.jpg,0.49,0.50,0.50,0.36,0.48,0.49,0.49,0.50,0.50,0.36,0.48,0.47,0.50,0.50,0.50,0.44,0.50,0.50,0.50,0.50,0.50,0.44,0.49,0.49,5
18994300_1930-08-19_2007.jpg,0.50,0.51,0.50,0.40,0.49,0.49,0.50,0.50,0.50,0.43,0.49,0.49,0.50,0.51,0.50,0.45,0.50,0.49,0.50,0.50,0.50,0.46,0.50,0.50,7
19017900_1982-02-03_2015.jpg,0.48,0.49,0.49,0.36,0.48,0.47,0.49,0.50,0.49,0.39,0.48,0.48,0.49,0.50,0.50,0.43,0.49,0.48,0.50,0.51,0.50,0.45,0.49,0.49,3
1904800_1970-02-12_2008.jpg,0.48,0.49,0.50,0.27,0.48,0.47,0.49,0.50,0.49,0.30,0.48,0.47,0.49,0.50,0.50,0.33,0.49,0.48,0.49,0.50,0.49,0.36,0.49,0.48,3
19114800_1921-10-22_2009.jpg,0.50,0.49,0.50,0.34,0.46,0.46,0.49,0.48,0.50,0.33,0.46,0.45,0.50,0.49,0.50,0.42,0.48,0.48,0.49,0.49,0.50,0.41,0.48,0.48,8
1915100_1957-07-20_1990.jpg,0.49,0.50,0.50,0.40,0.46,0.47,0.49,0.49,0.50,0.39,0.45,0.46,0.50,0.51,0.51,0.49,0.50,0.49,0.50,0.49,0.50,0.48,0.49,0.49,3
19248600_1958-05-25_2015.jpg,0.49,0.49,0.49,0.22,0.47,0.45,0.48,0.48,0.49,0.24,0.47,0.46,0.50,0.49,0.49,0.32,0.48,0.47,0.49,0.48,0.49,0.32,0.48,0.48,5
19544100_1906-01-11_1993.jpg,0.48,0.50,0.50,0.22,0.45,0.44,0.48,0.49,0.49,0.22,0.43,0.44,0.49,0.51,0.50,0.30,0.47,0.46,0.48,0.49,0.49,0.30,0.45,0.46,8
19624300_1989-08-10_2010.jpg,0.50,0.50,0.49,0.40,0.48,0.49,0.50,0.51,0.50,0.42,0.49,0.48,0.50,0.51,0.50,0.50,0.49,0.50,0.50,0.51,0.50,0.51,0.50,0.50,2
1967700_1977-04-13_2012.jpg,0.48,0.48,0.48,0.19,0.38,0.36,0.44,0.47,0.48,0.18,0.39,0.36,0.49,0.49,0.49,0.28,0.42,0.40,0.46,0.48,0.48,0.26,0.42,0.40,3
196900_1884-05-20_1940.jpg,0.49,0.49,0.50,0.35,0.47,0.48,0.50,0.48,0.49,0.36,0.47,0.46,0.50,0.49,0.50,0.42,0.48,0.49,0.50,0.48,0.49,0.43,0.49,0.48,5
19792500_1978-10-10_2009.jpg,0.47,0.50,0.49,0.25,0.47,0.46,0.47,0.48,0.49,0.28,0.47,0.46,0.48,0.50,0.49,0.34,0.48,0.47,0.48,0.49,0.50,0.35,0.48,0.48,3
1979400_1978-03-21_2005.jpg,0.49,0.48,0.50,0.35,0.47,0.47,0.50,0.48,0.50,0.35,0.48,0.48,0.50,0.48,0.50,0.41,0.48,0.48,0.50,0.48,0.50,0.40,0.49,0.49,2
198400_1913-02-19_1961.jpg,0.48,0.48,0.48,0.28,0.39,0.40,0.47,0.48,0.48,0.28,0.37,0.39,0.49,0.49,0.49,0.39,0.44,0.45,0.49,0.49,0.49,0.39,0.43,0.44,4
19910800_1991-06-26_2011.jpg,0.49,0.48,0.50,0.39,0.48,0.48,0.49,0.50,0.50,0.38,0.49,0.48,0.50,0.49,0.50,0.47,0.49,0.50,0.49,0.50,0.50,0.46,0.50,0.49,1
20100700_1885-05-01_1940.jpg,0.48,0.50,0.49,0.27,0.46,0.44,0.48,0.49,0.50,0.31,0.46,0.45,0.48,0.51,0.50,0.36,0.47,0.46,0.49,0.49,0.50,0.38,0.47,0.47,5
20166800_1974-08-01_2012.jpg,0.48,0.51,0.50,0.33,0.45,0.44,0.48,0.48,0.49,0.35,0.46,0.44,0.49,0.52,0.50,0.43,0.48,0.47,0.49,0.49,0.50,0.44,0.48,0.47,3
20562000_1984-06-27_2013.jpg,0.49,0.48,0.49,0.41,0.48,0.46,0.49,0.48,0.50,0.40,0.47,0.46,0.49,0.48,0.49,0.46,0.49,0.48,0.50,0.48,0.50,0.46,0.48,0.48,2
20591300_1991-01-02_2015.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
20613200_1990-03-09_2014.jpg,0.48,0.49,0.49,0.32,0.47,0.47,0.49,0.48,0.49,0.32,0.47,0.47,0.49,0.49,0.50,0.42,0.49,0.49,0.49,0.49,0.49,0.42,0.49,0.48,2
20757000_1987-01-27_2011.jpg,0.50,0.50,0.50,0.41,0.49,0.49,0.49,0.50,0.50,0.40,0.49,0.49,0.50,0.50,0.50,0.48,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.49,2
208200_1921-11-03_1966.jpg,0.49,0.50,0.50,0.38,0.49,0.49,0.49,0.49,0.50,0.39,0.49,0.49,0.49,0.50,0.50,0.42,0.49,0.49,0.49,0.49,0.50,0.42,0.49,0.50,4
20834100_1986-02-15_2009.jpg,0.48,0.49,0.49,0.23,0.47,0.45,0.48,0.48,0.50,0.22,0.46,0.44,0.49,0.50,0.49,0.28,0.48,0.47,0.48,0.48,0.50,0.27,0.47,0.46,2
2085000_1966-07-12_2011.jpg,0.49,0.49,0.50,0.39,0.49,0.48,0.50,0.50,0.49,0.39,0.49,0.49,0.49,0.49,0.50,0.44,0.49,0.49,0.50,0.50,0.49,0.44,0.49,0.49,4
2093100_1980-07-16_2013.jpg,0.48,0.47,0.49,0.26,0.44,0.43,0.48,0.47,0.50,0.25,0.46,0.45,0.48,0.48,0.49,0.32,0.46,0.45,0.49,0.48,0.50,0.31,0.47,0.46,3
21349900_1948-12-03_1980.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
2141000_1982-10-31_2008.jpg,0.49,0.51,0.49,0.34,0.49,0.49,0.50,0.49,0.50,0.38,0.49,0.48,0.50,0.51,0.49,0.39,0.50,0.49,0.51,0.49,0.50,0.42,0.49,0.49,2
21452700_1989-04-03_2012.jpg,0.50,0.48,0.49,0.39,0.48,0.47,0.49,0.50,0.49,0.38,0.48,0.48,0.50,0.48,0.50,0.43,0.48,0.48,0.49,0.50,0.50,0.44,0.49,0.49,2
21501500_1980-04-24_2009.jpg,0.45,0.46,0.48,0.37,0.44,0.43,0.45,0.46,0.47,0.36,0.44,0.43,0.46,0.47,0.48,0.40,0.45,0.45,0.46,0.47,0.47,0.40,0.45,0.45,2
2156400_1980-12-19_2009.jpg,0.49,0.48,0.49,0.27,0.47,0.46,0.49,0.49,0.50,0.27,0.47,0.46,0.49,0.49,0.50,0.33,0.48,0.47,0.49,0.49,0.50,0.33,0.48,0.48,2
21581300_1981-03-03_2009.jpg,0.50,0.51,0.50,0.40,0.49,0.49,0.49,0.50,0.50,0.41,0.49,0.49,0.51,0.51,0.50,0.44,0.50,0.49,0.50,0.50,0.50,0.44,0.49,0.49,2
21718500_1986-06-01_2010.jpg,0.48,0.50,0.50,0.29,0.47,0.45,0.49,0.48,0.49,0.32,0.45,0.44,0.48,0.50,0.50,0.34,0.48,0.46,0.49,0.49,0.49,0.37,0.46,0.45,2
21746300_1979-08-04_2009.jpg,0.49,0.50,0.50,0.36,0.49,0.48,0.50,0.50,0.49,0.31,0.49,0.47,0.50,0.50,0.50,0.41,0.49,0.49,0.50,0.50,0.50,0.37,0.49,0.48,2
21750900_1984-06-06_2009.jpg,0.50,0.49,0.50,0.30,0.48,0.47,0.49,0.48,0.49,0.30,0.48,0.47,0.50,0.50,0.50,0.36,0.48,0.48,0.49,0.49,0.49,0.36,0.49,0.48,2
21988100_1911-06-11_1941.jpg,0.50,0.50,0.49,0.37,0.47,0.47,0.49,0.51,0.50,0.35,0.48,0.47,0.51,0.50,0.50,0.44,0.49,0.49,0.49,0.51,0.50,0.43,0.49,0.49,2
22015000_1925-01-12_2003.jpg,0.49,0.51,0.50,0.41,0.48,0.48,0.50,0.49,0.50,0.40,0.49,0.48,0.50,0.51,0.50,0.47,0.49,0.50,0.50,0.50,0.50,0.46,0.50,0.49,7
2202900_1919-04-24_1999.jpg,0.49,0.48,0.49,0.37,0.45,0.45,0.48,0.48,0.48,0.38,0.45,0.43,0.49,0.48,0.49,0.43,0.47,0.47,0.49,0.48,0.49,0.43,0.47,0.46,7
2232500_1961-08-22_2007.jpg,0.47,0.49,0.48,0.26,0.44,0.43,0.48,0.49,0.49,0.27,0.45,0.43,0.49,0.49,0.49,0.37,0.47,0.46,0.49,0.50,0.49,0.38,0.47,0.47,4
2233200_1977-06-26_2008.jpg,0.49,0.49,0.49,0.27,0.46,0.46,0.49,0.49,0.49,0.24,0.47,0.46,0.49,0.50,0.49,0.32,0.47,0.47,0.49,0.49,0.50,0.30,0.48,0.47,3
22520700_1975-02-02_2012.jpg,0.50,0.50,0.50,0.43,0.49,0.49,0.49,0.49,0.50,0.43,0.49,0.49,0.50,0.50,0.50,0.46,0.50,0.50,0.49,0.49,0.50,0.46,0.50,0.49,3
22546500_1959-05-19_1974.jpg,0.49,0.49,0.52,0.39,0.49,0.49,0.49,0.51,0.50,0.41,0.48,0.49,0.49,0.50,0.52,0.51,0.50,0.51,0.49,0.51,0.50,0.53,0.49,0.51,1
22558700_1983-08-25_2014.jpg,0.48,0.49,0.50,0.37,0.47,0.47,0.50,0.48,0.50,0.33,0.47,0.47,0.49,0.50,0.50,0.43,0.49,0.48,0.50,0.49,0.50,0.40,0.48,0.49,3
22588200_1965-01-21_1993.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
22675200_1981-09-28_2009.jpg,0.49,0.49,0.50,0.39,0.47,0.47,0.49,0.50,0.51,0.38,0.48,0.48,0.49,0.49,0.50,0.43,0.48,0.48,0.49,0.50,0.51,0.43,0.49,0.49,2
22751700_1971-05-11_2008.jpg,0.49,0.49,0.50,0.41,0.49,0.49,0.50,0.49,0.50,0.41,0.49,0.50,0.49,0.49,0.50,0.45,0.50,0.49,0.50,0.49,0.50,0.45,0.49,0.50,3
22768200_1986-07-11_2008.jpg,0.48,0.50,0.48,0.32,0.46,0.47,0.49,0.50,0.48,0.29,0.46,0.46,0.49,0.50,0.48,0.39,0.48,0.48,0.49,0.50,0.49,0.37,0.48,0.48,2
2277500_1976-11-04_2009.jpg,0.49,0.49,0.49,0.37,0.49,0.48,0.50,0.49,0.49,0.36,0.48,0.48,0.50,0.49,0.49,0.45,0.50,0.49,0.50,0.49,0.49,0.45,0.49,0.50,3
22822500_1867-12-04_1940.jpg,0.50,0.49,0.50,0.33,0.49,0.47,0.49,0.49,0.49,0.34,0.49,0.48,0.50,0.49,0.50,0.40,0.50,0.48,0.49,0.49,0.49,0.40,0.49,0.49,7
22900800_1939-06-18_1960.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
22945600_1991-05-17_2012.jpg,0.49,0.49,0.50,0.42,0.49,0.49,0.50,0.50,0.51,0.42,0.49,0.49,0.49,0.49,0.50,0.46,0.50,0.50,0.50,0.50,0.51,0.45,0.50,0.49,2
2295300_1891-01-10_1960.jpg,0.50,0.50,0.49,0.35,0.47,0.47,0.49,0.51,0.51,0.36,0.47,0.47,0.50,0.50,0.49,0.45,0.49,0.49,0.49,0.51,0.51,0.45,0.49,0.49,6
22964300_1952-04-12_1968.jpg,0.49,0.50,0.49,0.38,0.30,0.42,0.49,0.48,0.48,0.37,0.29,0.42,0.50,0.50,0.50,0.41,0.37,0.45,0.49,0.49,0.49,0.41,0.36,0.45,1
2298900_1966-09-07_2003.jpg,0.49,0.48,0.51,0.41,0.49,0.48,0.49,0.49,0.49,0.39,0.49,0.49,0.49,0.49,0.51,0.46,0.49,0.49,0.49,0.49,0.49,0.45,0.49,0.49,3
2301200_1981-10-22_2011.jpg,0.48,0.49,0.49,0.24,0.44,0.44,0.48,0.49,0.49,0.26,0.44,0.44,0.49,0.49,0.50,0.32,0.46,0.46,0.49,0.49,0.49,0.33,0.46,0.46,2
23300_1962-06-19_2011.jpg,0.42,0.43,0.44,0.25,0.41,0.39,0.43,0.45,0.45,0.23,0.41,0.39,0.43,0.44,0.45,0.29,0.43,0.41,0.44,0.46,0.46,0.28,0.42,0.41,4
23497100_1983-02-21_2013.jpg,0.49,0.49,0.48,0.27,0.48,0.48,0.48,0.51,0.49,0.28,0.48,0.48,0.49,0.49,0.49,0.35,0.49,0.49,0.49,0.51,0.49,0.35,0.49,0.49,2
23571200_1887-07-20_1960.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7
2376100_1975-12-11_2006.jpg,0.50,0.50,0.50,0.36,0.49,0.49,0.49,0.49,0.50,0.37,0.48,0.48,0.50,0.50,0.50,0.40,0.49,0.49,0.50,0.50,0.50,0.42,0.49,0.49,3
23804200_1950-03-31_2013.jpg,0.50,0.49,0.49,0.40,0.48,0.48,0.50,0.50,0.50,0.38,0.48,0.48,0.50,0.49,0.49,0.47,0.49,0.50,0.50,0.50,0.50,0.44,0.49,0.49,6
23836900_1988-10-31_2012.jpg,0.50,0.51,0.50,0.37,0.49,0.50,0.50,0.49,0.50,0.37,0.50,0.49,0.50,0.51,0.50,0.44,0.50,0.50,0.50,0.49,0.50,0.43,0.50,0.50,2
23882000_1940-06-28_2009.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,6
24051800_1974-11-16_2013.jpg,0.49,0.48,0.50,0.28,0.47,0.46,0.49,0.50,0.49,0.29,0.47,0.46,0.49,0.49,0.50,0.36,0.48,0.48,0.49,0.50,0.49,0.37,0.48,0.48,3
24188800_1988-06-17_2009.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
2442300_1980-06-23_2012.jpg,0.49,0.50,0.49,0.31,0.48,0.46,0.49,0.51,0.49,0.29,0.48,0.47,0.50,0.50,0.49,0.41,0.49,0.48,0.50,0.51,0.49,0.40,0.49,0.48,3
24434700_1960-04-21_1997.jpg,0.49,0.50,0.50,0.41,0.49,0.49,0.49,0.50,0.51,0.39,0.49,0.49,0.49,0.50,0.51,0.47,0.50,0.49,0.50,0.50,0.51,0.46,0.50,0.50,3
24503600_1990-05-22_2011.jpg,0.49,0.49,0.49,0.36,0.47,0.47,0.49,0.49,0.49,0.38,0.48,0.47,0.49,0.49,0.49,0.43,0.49,0.49,0.50,0.49,0.49,0.43,0.49,0.49,2
2452600_1967-08-22_2013.jpg,0.48,0.48,0.49,0.24,0.45,0.45,0.48,0.49,0.49,0.25,0.46,0.44,0.49,0.49,0.49,0.32,0.47,0.47,0.49,0.49,0.49,0.32,0.47,0.46,4
24534600_1988-07-21_2011.jpg,0.49,0.50,0.50,0.38,0.49,0.49,0.50,0.51,0.51,0.37,0.49,0.49,0.50,0.50,0.50,0.44,0.49,0.49,0.50,0.51,0.51,0.44,0.49,0.50,2
24594000_1983-09-18_2013.jpg,0.49,0.50,0.50,0.34,0.49,0.49,0.49,0.49,0.49,0.35,0.49,0.49,0.49,0.50,0.50,0.43,0.50,0.50,0.49,0.49,0.49,0.44,0.50,0.49,2
2470900_1956-06-04_2012.jpg,0.49,0.49,0.50,0.33,0.47,0.46,0.50,0.50,0.49,0.31,0.46,0.47,0.49,0.50,0.50,0.39,0.48,0.47,0.50,0.50,0.49,0.38,0.47,0.48,5
24727400_1990-11-19_2012.jpg,0.49,0.50,0.49,0.27,0.47,0.46,0.49,0.51,0.50,0.27,0.48,0.46,0.50,0.51,0.49,0.42,0.49,0.49,0.49,0.51,0.50,0.42,0.49,0.48,2
24746800_1990-07-24_2012.jpg,0.49,0.51,0.51,0.35,0.47,0.47,0.48,0.48,0.49,0.35,0.46,0.46,0.49,0.51,0.51,0.40,0.48,0.48,0.49,0.49,0.49,0.41,0.47,0.48,2
24768600_1988-11-27_1980.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
24817400_1984-10-25_2011.jpg,0.47,0.48,0.48,0.26,0.43,0.42,0.47,0.45,0.47,0.25,0.44,0.43,0.47,0.49,0.49,0.31,0.44,0.44,0.47,0.46,0.48,0.31,0.45,0.45,2
2490600_1970-02-04_2013.jpg,0.50,0.48,0.48,0.27,0.40,0.39,0.45,0.48,0.48,0.25,0.39,0.40,0.50,0.48,0.49,0.32,0.42,0.42,0.47,0.49,0.48,0.30,0.42,0.42,4
24910700_1912-07-10_1941.jpg,0.50,0.49,0.49,0.35,0.49,0.49,0.50,0.49,0.49,0.36,0.49,0.49,0.50,0.49,0.50,0.46,0.50,0.50,0.50,0.49,0.50,0.46,0.50,0.50,2
24943800_1947-12-18_2009.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,6
2494800_1977-11-27_2005.jpg,0.49,0.49,0.50,0.38,0.47,0.47,0.49,0.49,0.49,0.39,0.47,0.48,0.49,0.49,0.50,0.42,0.48,0.48,0.50,0.49,0.50,0.43,0.48,0.49,2
24973700_1951-03-22_2008.jpg,0.47,0.47,0.48,0.36,0.42,0.43,0.48,0.49,0.49,0.36,0.43,0.43,0.48,0.48,0.49,0.42,0.45,0.47,0.49,0.49,0.50,0.43,0.46,0.46,5
25082400_1983-01-27_2011.jpg,0.50,0.49,0.49,0.39,0.49,0.48,0.50,0.50,0.49,0.40,0.48,0.48,0.50,0.49,0.49,0.46,0.50,0.49,0.50,0.50,0.49,0.47,0.49,0.49,2
25168600_1990-08-16_2014.jpg,0.48,0.49,0.50,0.32,0.47,0.46,0.50,0.49,0.50,0.33,0.47,0.46,0.49,0.49,0.50,0.37,0.48,0.47,0.50,0.49,0.50,0.39,0.48,0.47,2
25192500_1989-02-25_2013.jpg,0.50,0.50,0.51,0.39,0.47,0.48,0.50,0.50,0.50,0.39,0.48,0.48,0.50,0.51,0.51,0.42,0.48,0.48,0.50,0.50,0.50,0.43,0.49,0.49,2
2533900_1978-02-24_2005.jpg,0.40,0.41,0.43,0.23,0.40,0.39,0.41,0.42,0.42,0.25,0.36,0.36,0.42,0.42,0.43,0.27,0.41,0.41,0.42,0.43,0.44,0.28,0.38,0.38,2
2540500_1970-10-10_2008.jpg,0.48,0.49,0.49,0.28,0.46,0.47,0.48,0.49,0.50,0.26,0.46,0.45,0.49,0.49,0.49,0.36,0.48,0.48,0.49,0.49,0.50,0.35,0.47,0.47,3
2569000_1972-07-04_2007.jpg,0.50,0.50,0.50,0.36,0.48,0.48,0.48,0.51,0.50,0.38,0.49,0.48,0.50,0.50,0.50,0.43,0.49,0.49,0.49,0.51,0.50,0.45,0.49,0.49,3
25736600_1988-12-22_2010.jpg,0.50,0.51,0.50,0.44,0.49,0.49,0.50,0.50,0.49,0.43,0.49,0.49,0.50,0.52,0.51,0.51,0.51,0.51,0.50,0.50,0.49,0.51,0.50,0.50,2
25753700_1986-07-23_2011.jpg,0.50,0.50,0.49,0.30,0.46,0.46,0.49,0.51,0.50,0.31,0.46,0.47,0.50,0.50,0.49,0.36,0.48,0.47,0.50,0.51,0.50,0.37,0.48,0.48,2
2581400_1954-04-17_2007.jpg,0.49,0.50,0.51,0.29,0.47,0.46,0.48,0.50,0.49,0.30,0.46,0.46,0.50,0.50,0.51,0.36,0.48,0.47,0.48,0.50,0.49,0.36,0.48,0.48,5
25910800_1987-08-11_2009.jpg,0.50,0.50,0.49,0.30,0.45,0.45,0.49,0.49,0.49,0.30,0.46,0.47,0.50,0.50,0.50,0.36,0.46,0.47,0.49,0.49,0.50,0.37,0.47,0.48,2
25947000_1974-08-30_2013.jpg,0.47,0.47,0.48,0.23,0.43,0.42,0.47,0.47,0.48,0.25,0.44,0.42,0.48,0.48,0.49,0.29,0.45,0.45,0.48,0.47,0.49,0.30,0.46,0.44,3
2612500_1977-03-26_2009.jpg,0.49,0.49,0.50,0.35,0.47,0.47,0.49,0.49,0.50,0.33,0.48,0.48,0.49,0.49,0.50,0.39,0.48,0.48,0.49,0.49,0.50,0.38,0.48,0.49,3
2616800_1939-09-14_2007.jpg,0.47,0.47,0.49,0.28,0.44,0.42,0.48,0.49,0.49,0.27,0.42,0.43,0.48,0.48,0.50,0.35,0.46,0.44,0.48,0.50,0.49,0.34,0.45,0.45,6
26210500_1987-09-20_2010.jpg,0.50,0.50,0.49,0.44,0.50,0.50,0.50,0.50,0.50,0.44,0.49,0.50,0.50,0.50,0.49,0.49,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.50,2
262800_1943-04-06_2011.jpg,0.48,0.49,0.50,0.20,0.46,0.45,0.48,0.49,0.49,0.20,0.46,0.43,0.48,0.49,0.51,0.28,0.47,0.47,0.49,0.49,0.49,0.27,0.47,0.45,6
26423500_1992-01-31_2013.jpg,0.49,0.49,0.50,0.45,0.49,0.49,0.50,0.50,0.50,0.46,0.50,0.49,0.49,0.49,0.50,0.48,0.50,0.49,0.50,0.50,0.50,0.49,0.50,0.50,2
26457400_1918-05-17_1952.jpg,0.49,0.47,0.49,0.37,0.44,0.44,0.49,0.49,0.49,0.38,0.44,0.45,0.50,0.48,0.50,0.46,0.49,0.48,0.50,0.50,0.50,0.48,0.48,0.49,3
26553500_1986-04-23_2010.jpg,0.49,0.50,0.48,0.43,0.47,0.47,0.49,0.50,0.50,0.39,0.47,0.47,0.49,0.50,0.49,0.46,0.48,0.49,0.49,0.51,0.50,0.44,0.48,0.48,2
2658600_1980-11-03_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
2658900_1955-03-01_2007.jpg,0.49,0.49,0.50,0.37,0.47,0.48,0.50,0.50,0.50,0.37,0.48,0.48,0.50,0.49,0.50,0.43,0.48,0.49,0.50,0.51,0.50,0.43,0.49,0.49,5
2669900_1933-07-29_1968.jpg,0.49,0.50,0.50,0.38,0.47,0.47,0.50,0.49,0.50,0.37,0.47,0.47,0.50,0.50,0.50,0.45,0.49,0.48,0.50,0.49,0.50,0.44,0.48,0.48,3
26771200_1988-08-13_2009.jpg,0.50,0.49,0.49,0.37,0.48,0.48,0.50,0.50,0.50,0.40,0.48,0.47,0.51,0.50,0.49,0.42,0.49,0.49,0.50,0.51,0.50,0.45,0.49,0.48,2
2679200_1920-03-07_1951.jpg,0.50,0.49,0.49,0.41,0.50,0.49,0.49,0.50,0.50,0.38,0.50,0.49,0.50,0.49,0.49,0.47,0.50,0.50,0.50,0.50,0.50,0.46,0.50,0.49,3
26854400_1958-12-08_1987.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
2690900_1963-03-12_2010.jpg,0.49,0.50,0.50,0.44,0.50,0.49,0.50,0.50,0.50,0.44,0.49,0.49,0.49,0.50,0.50,0.46,0.50,0.49,0.50,0.50,0.50,0.46,0.50,0.50,4
27104100_1989-04-02_2011.jpg,0.49,0.48,0.50,0.38,0.46,0.48,0.50,0.51,0.50,0.36,0.46,0.47,0.50,0.48,0.50,0.43,0.48,0.49,0.50,0.51,0.50,0.42,0.48,0.48,2
27202700_1836-07-31_2004.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,8
27210600_1960-06-10_2012.jpg,0.49,0.50,0.49,0.30,0.46,0.46,0.49,0.49,0.51,0.32,0.46,0.46,0.49,0.50,0.50,0.35,0.47,0.47,0.49,0.49,0.51,0.36,0.47,0.47,5
27356400_1991-05-03_2011.jpg,0.50,0.49,0.50,0.34,0.48,0.48,0.49,0.52,0.50,0.33,0.49,0.49,0.50,0.49,0.50,0.39,0.49,0.49,0.49,0.52,0.50,0.39,0.49,0.49,1
2736100_1946-12-02_1969.jpg,0.49,0.51,0.50,0.40,0.49,0.49,0.49,0.50,0.50,0.38,0.49,0.48,0.51,0.52,0.51,0.53,0.52,0.52,0.51,0.51,0.50,0.52,0.52,0.52,2
27473500_1947-11-17_1977.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
